TURN_ID,MANUAL PARAPHRASE,RAW PARAPHRASE
70_9,What are some important buildings with solar energy?,What are some important buildings with that?
70_9,What are the largest and most important projects involving solar energy?,What are the largest and most important projects?
70_9,What are some architectural projects related to solar energy?,What are some architectural projects related to it?
70_9,What are some of the most impressive projects powered by solar?,What are some of the most impressive projects?
70_9,What are some important solar projects for the future?,What are some important solar for the future?
70_9,What are some projects involving solar energy?,What are some projects involving solar?
70_10,Is it possible to generate electricity by solar power in a car?,Is it possible to generate electricity by solar in a car?
70_10,Is solar energy for car use feasible?,Is it for car use feasible?
70_10,How can solar energy power cars?,How can it power cars?
70_10,Can solar energy be used in vehicles?,Can it be used in vehicles?
70_10,Will solar-powered cars be the future?,Will solar cars be the future?
70_10,How will solar energy power cars?,How will it power cars?
70_10,How can solar energy supply cars?,How can solar supply cars?
71_1,What is a mammal?,What is a mammal?
71_1,What makes certain animals mammals?,What makes certain animals mammals?
71_1,What is a simple definition of a mammal?,What is a simple definition of a mammal?
71_1,What exactly are mammals?,What exactly are mammals?
71_1,What is the origin of mammals?,What is the origin of mammals?
71_1,What are mammals? What are some examples?,What are mammals? What are some examples?
71_1,Who are called mammals?,Who are called mammals?
71_1,What animals are classified as mammals?,What animals are classified as mammals?
71_2,What are the main features of mammals?,What are their main features?
71_2,What are mammals' major traits?,What are their major traits?
71_2,What features make mammals unique?,What features make them unique?
71_2,What are the major traits of mammals?,What are the major traits of those animals?
71_2,What are mammals' features?,What are their features?
71_2,What are some mammal characteristics?,What are some characteristics?
71_2,What are mammal traits?,What are those animal traits?
71_3,How many legs can a mammal have?,How many legs can they have?
71_3,How many legs do most mammals have?,How many legs do most have?
71_3,What is the number of legs typically found on mammals?,What is the number of legs typically found on them?
71_3,How many limbs can a mammal have?,How many limbs can one have?
71_3,How many legs does every mammal have?,How many legs does every one have?
71_3,What is the average number of legs for a mammal?,What is the average number of legs for one?
71_3,How many limbs are there in mammals?,How many limbs are there?
71_4,What is the biggest land mammal?,What is the biggest land one?
71_4,Which is the biggest mammal on land?,Which is the biggest one on land?
71_4,Which is the largest mammal found on land?,Which is the largest found on land?
71_4,What is the largest land mammal on the planet?,What is the largest land one on the planet?
71_4,What is the biggest land mammal?,What is the biggest land one?
71_4,Which animal is considered the largest mammal on land?,Which animal is considered the largest one on land?
71_5,Which is considered the largest mammal found on Earth?,Which is considered the largest found on Earth?
71_5,What is the largest mammal to have ever been found?,What is the largest to have ever been found?
71_5,Which is the largest mammal in the world?,Which is the largest in the world?
71_5,Which is the biggest mammal ever?,Which is the biggest ever?
71_5,What is the world's largest mammal?,What is the world's largest?
71_5,Can you name the largest mammal in the world?,Can you name the largest one in the world?
71_5,What mammal is ranked first in size?,What is ranked first in size?
71_6,Which is the biggest mammal in the UK?,Which is the biggest in the UK?
71_6,What are the largest mammals found in the UK?,What are found in the UK?
71_6,What is the biggest mammal in the United Kingdom?,What is in the United Kingdom?
71_6,Which is the largest mammal in the UK?,Which is in the UK?
71_6,Can you name the largest mammal in the United Kingdom?,Can you name the largest in the United Kingdom?
71_6,Which are the largest mammal species in the UK?,Which are the largest species in the UK?
71_6,What is the UK's biggest mammal?,What is the UK's biggest?
71_7,What is the biggest mammal to ever live?,What is the biggest to ever live?
71_7,What animals were the largest mammals to ever walk the Earth?,What animals were the largest to ever walk the Earth?
71_7,What is the largest mammal that's ever lived?,What is the largest that's ever lived?
71_7,What is the world's largest mammal?,What is the world's largest?
71_7,Which was the largest mammal ever?,Which was the largest ever?
71_7,What is the largest mammal to ever inhabit the earth?,What is the largest to ever inhabit the earth?
71_7,Name the biggest mammal of all time.,Name the biggest one of all time.
71_7,Who is the biggest mammal in the world?,Who is the biggest in the world?
71_8,What are blue whales?,What are blue whales?
71_8,Can you tell me some interesting facts about blue whales?,Can you tell me some interesting facts about blue whales?
71_8,What is so special about blue whales?,What is so special about blue whales?
71_8,What are the different species of blue whales? What are their characteristics?,What are the different species of blue whales? What are their characteristics?
71_8,What are some interesting facts about blue whales?,What are some interesting facts about blue whales?
71_8,I want to learn about blue whales.,I want to learn about blue whales.
71_8,What is special about blue whales?,What is special about blue whales?
71_8,Can you give me some information about blue whales?,Can you give me some information about blue whales?
71_9,How heavy are blue whales?,How heavy are they?
71_9,What is the weight of blue whales usually?,What is the weight of one usually?
71_9,What does a blue whale typically weigh?,What does one typically weigh?
71_9,How heavy is the average blue whale?,How heavy is the average whale?
71_9,How much does a blue whale weigh in kg?,How much does one weigh in kg?
71_9,What do blue whales weigh?,What do they weigh?
71_9,How many kilos do blue whales weigh?,How many kilos do they weigh?
71_10,What is the habitat of blue whales?,What is their habitat?
71_10,What ecosystem do blue whales live in?,What ecosystem do they live in?
71_10,Where can blue whales be found?,Where can they be found?
71_10,Where does the blue whale live?,Where does the whale live?
71_10,What layer of the ocean do blue whales live in?,What layer of the ocean do they live in?
71_10,Do blue whales live in deep water?,Do they live in deep water?
71_11,What is a blue whale's diet?,What is one's diet?
71_11,What do blue whales feed on?,What do they feed on?
71_11,What food do blue whales eat?,What food do they eat?
71_11,Do blue whales eat salmon? What do they eat?,Do they eat salmon? What do they eat?
71_11,What are the things that blue whales eat?,What are the things that they eat?
71_11,What is the blue whale's diet?,What is their diet?
71_11,What diet do blue whales have?,What diet do they have?
71_12,Are there any places where you can see blue whales?,Are there any places where you can see them?
71_12,Where are some places where you can see blue whales?,Where are some places where you can see them?
71_12,Where do you find blue whales?,Where do you find them?
71_12,Where can I spot blue whales?,Where can I spot the whales?
